Date,Close,Open,High,Low,Vol.,Change %
"Feb 22, 2013",18866.7,18808.15,18929.03,18791.18,-,0.62%
"Feb 21, 2013",18749.84,18941.67,18986.21,18710.68,-,-1.81%
"Feb 20, 2013",19095.16,19254.05,19277.88,19072.61,-,-0.73%
"Feb 19, 2013",19236.02,19125.52,19236.02,19082.12,-,0.83%
"Feb 18, 2013",19076.83,18835.14,19076.83,18835.14,-,1.35%
"Feb 15, 2013",18822.96,18850.65,18947.3,18764.19,-,-0.25%
"Feb 14, 2013",18869.76,19233.88,19233.88,18748.56,-,-1.91%
"Feb 13, 2013",19237.08,19184.06,19305.31,19178.72,-,0.71%
"Feb 12, 2013",19101.09,18988.71,19121.99,18947.48,-,0.18%
"Feb 11, 2013",19067.18,19071.61,19197.47,18848.16,-,0.23%
"Feb 08, 2013",19023.39,18999.67,19116.35,18898.82,-,-0.42%
"Feb 07, 2013",19103.81,19204.7,19294.46,19103.81,-,-0.70%
"Feb 06, 2013",19238.25,19294.36,19362.41,19137.94,-,-0.14%
"Feb 05, 2013",19264.86,19122.74,19264.86,19076.6,-,0.91%
"Feb 04, 2013",19090.21,19392.28,19431.69,19090.21,-,-1.38%
"Feb 01, 2013",19358.16,19356.13,19456.94,19313.19,-,-0.05%
"Jan 31, 2013",19368.02,19382.82,19456.97,19269.67,-,-0.14%
"Jan 30, 2013",19394.57,19555.85,19661.87,19387.33,-,-0.57%
"Jan 29, 2013",19506.04,19429.39,19519.45,19325.94,-,0.31%
"Jan 28, 2013",19445.53,19291.75,19445.53,19231.29,-,0.77%
"Jan 25, 2013",19297.08,19176.19,19314.9,19112.41,-,0.59%
"Jan 24, 2013",19184.75,19172.96,19240.67,19098.48,-,0.08%
"Jan 23, 2013",19168.52,19209.39,19354.48,19168.52,-,-0.22%
"Jan 22, 2013",19211.19,19593.14,19602.44,19162.38,-,-2.30%
"Jan 21, 2013",19664.12,19616.31,19664.12,19434.24,-,0.40%
"Jan 18, 2013",19585.15,19589.93,19634.29,19400.75,-,0.39%
"Jan 17, 2013",19508.91,19232.19,19656.77,19193.92,-,1.68%
"Jan 16, 2013",19186.94,18987.96,19186.94,18924.95,-,0.92%
"Jan 15, 2013",19012.51,19122.83,19150.58,18871.65,-,-0.67%
"Jan 14, 2013",19140.05,19031.29,19209.22,19023.65,-,0.74%
"Jan 11, 2013",18999.53,18921.55,18999.53,18840.82,-,0.68%
"Jan 10, 2013",18871.93,18879.51,19006.65,18814.24,-,0.18%
"Jan 09, 2013",18838.89,18694.02,18878.02,18694.02,-,1.01%
"Jan 08, 2013",18650.14,18702.82,18821.32,18592.05,-,-0.66%
"Jan 07, 2013",18774.87,18646.07,18861.65,18576.93,-,0.61%
"Jan 04, 2013",18660.29,18554.7,18676.52,18532.38,-,0.18%
"Jan 03, 2013",18626.78,18464.82,18626.78,18367.44,-,0.75%
"Jan 02, 2013",18487.51,18255.36,18487.51,18255.36,-,1.73%
"Dec 28, 2012",18173.2,18160.58,18203.38,17995.56,-,0.57%
"Dec 27, 2012",18069.89,17847.11,18143.36,17796.36,-,0.68%
